市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,計,緯度,経度
品川区平塚１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,1,1,3,2,0,0,0,1,11,35.6159723,139.7160301
品川区平塚２丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,0,0,1,2,1,0,0,0,1,12,35.6160957,139.7134765
品川区平塚３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,4,1,0,0,0,3,8,35.6151683,139.7118806
品川区旗の台１丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,1,1,0,0,0,0,8,35.6097004,139.7032633
品川区旗の台２丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,1,0,4,0,1,0,0,3,15,35.606256,139.7032633
品川区旗の台３丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,35.6053996,139.7061356
品川区旗の台４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,0,1,8,35.6033238,139.7045399
品川区旗の台５丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,6,4,2,0,0,0,2,13,35.6040831,139.7007103
品川区旗の台６丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,3,1,0,0,0,2,12,35.6078453,139.7000721
品川区中延１丁目,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,13,35.6129337,139.7106039
品川区中延２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,3,0,0,0,0,3,8,35.6104784,139.7109231
品川区中延３丁目,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,13,35.608182,139.7109231
品川区中延４丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,1,1,0,0,0,0,1,1,4,3,0,0,0,1,13,35.6052496,139.7121998
品川区中延５丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,3,1,4,1,0,0,0,3,14,35.6025644,139.7083697
品川区中延６丁目,14,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8,0,0,5,1,0,1,0,0,0,0,1,4,1,0,0,0,3,20,35.6024408,139.7109231
品川区西中延１丁目,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,1,0,0,0,9,35.6130571,139.7080506
品川区西中延２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,1,7,35.6100895,139.7070931
品川区西中延３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,4,35.6073163,139.7080506
品川区東中延１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.6103549,139.7134765
品川区東中延２丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,1,3,3,0,0,0,0,3,15,35.6080584,139.7134765
品川区戸越１丁目,16,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,9,0,0,8,0,0,0,0,0,0,0,1,4,2,0,0,0,2,26,35.616361,139.7198607
品川区戸越２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,5,35.6136495,139.7195415
品川区戸越３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,2,1,0,0,1,6,35.613199,139.7169877
品川区戸越４丁目,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,13,35.611671,139.718903
品川区戸越５丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,1,0,3,2,4,2,0,0,0,2,22,35.6102313,139.7160301
品川区戸越６丁目,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,3,4,2,2,0,0,0,0,19,35.6079348,139.7160301
品川区豊町１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,35.6127926,139.7224146
品川区豊町２丁目,6,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,35.60986,139.7236915
品川区豊町３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.6083584,139.7220953
品川区豊町４丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,2,1,0,0,0,1,6,35.6065388,139.7211376
品川区豊町５丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,4,35.60561149999999,139.7195415
品川区豊町６丁目,10,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,4,1,1,0,0,2,23,35.6044899,139.7160301
品川区二葉１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,6,3,1,0,0,2,9,35.6068031,139.7275226
品川区二葉２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,5,35.6041181,139.7236915
品川区二葉３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,35.6030937,139.7211376
品川区二葉４丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0,0,1,12,35.60219319999999,139.7160301
品川区八潮１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35.6132806,139.7537082
品川区八潮２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.603591,139.7639301
品川区八潮３丁目,17,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,1,1,0,0,0,0,0,0,11,2,0,0,0,0,2,23,35.5969483,139.7588189
品川区八潮４丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,35.5915796,139.751153
品川区八潮５丁目,71,0,0,0,5,0,3,2,0,0,1,0,0,0,0,1,0,0,0,55,0,3,24,2,0,0,0,0,1,10,15,10,6,0,2,0,2,93,35.60077,139.751153
目黒区駒場１丁目,15,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,3,2,1,0,0,0,1,32,35.6571002,139.6841183
目黒区駒場２丁目,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,35.6572217,139.6815661
目黒区駒場３丁目,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,5,0,0,0,0,0,1,0,1,5,1,2,0,0,2,15,35.6599076,139.6853944
目黒区駒場４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,2,1,0,0,0,1,7,35.6616147,139.679652
目黒区青葉台１丁目,20,0,0,0,2,0,2,0,0,0,3,1,0,0,1,1,0,0,0,11,0,0,1,0,0,0,0,0,0,7,3,4,2,0,1,0,1,34,35.6484592,139.696881
目黒区青葉台２丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,5,2,1,0,0,2,15,35.6508763,139.6943282
目黒区青葉台３丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,0,0,0,0,1,5,1,0,0,0,4,12,35.65214570000001,139.6917756
目黒区青葉台４丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,11,35.6539277,139.6904993
目黒区東山１丁目,21,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,1,0,0,12,0,0,8,0,0,0,0,1,0,1,2,5,3,1,0,0,1,33,35.6464083,139.6917756
目黒区東山２丁目,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,1,0,8,0,2,0,0,6,20,35.647165,139.6879468
目黒区東山３丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,1,0,1,0,0,0,1,3,2,1,0,0,0,1,20,35.6495816,139.6853944
目黒区大橋１丁目,14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,0,0,1,3,3,1,0,0,0,2,22,35.6510223,139.6882659
目黒区大橋２丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,1,6,2,1,0,0,3,23,35.6532194,139.6873087
目黒区上目黒１丁目,36,0,0,0,1,0,0,1,0,0,6,4,0,0,1,0,0,0,1,22,0,0,7,2,0,0,0,0,1,6,6,7,0,2,0,0,5,52,35.6460419,139.6994338
目黒区上目黒２丁目,57,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,39,0,0,0,0,0,0,5,3,8,3,0,0,0,5,70,35.64125629999999,139.6975192
目黒区上目黒３丁目,81,0,0,0,7,0,4,2,1,0,14,1,0,2,2,9,0,0,0,37,0,0,21,4,0,0,0,0,0,1,11,23,6,2,2,0,13,137,35.64399119999999,139.6943282
目黒区上目黒４丁目,13,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,1,0,0,0,4,23,35.6413054,139.6904993
目黒区上目黒５丁目,13,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,6,2,0,0,0,4,21,35.642575,139.6879468
目黒区中目黒１丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,1,11,35.6436244,139.7019868
目黒区中目黒２丁目,12,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,1,0,3,2,0,0,0,1,24,35.6405714,139.7058165
目黒区中目黒３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,35.6396687,139.7007103
目黒区中目黒４丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,7,2,2,0,0,3,15,35.6372508,139.7032633
目黒区中目黒５丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,5,2,0,0,0,0,0,0,1,6,3,0,1,0,2,17,35.6363481,139.6981574
目黒区三田１丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,0,2,1,1,2,1,0,0,0,1,10,35.6407158,139.7147533
目黒区三田２丁目,8,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3,16,35.6398135,139.7096464
目黒区目黒１丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,1,2,1,4,2,0,0,0,2,17,35.6357348,139.7109231
目黒区目黒２丁目,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,1,1,1,4,2,1,0,0,1,19,35.6354425,139.7080506
目黒区目黒３丁目,11,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,3,3,0,1,0,0,2,19,35.6336847,139.7058165
目黒区目黒４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,35.6332949,139.7019868
目黒区下目黒１丁目,21,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,4,1,0,0,0,0,0,3,3,7,2,1,0,0,4,31,35.6323271,139.7131574
目黒区下目黒２丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,1,3,7,5,1,0,0,1,14,35.6311433,139.7109231
目黒区下目黒３丁目,25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,10,0,0,5,0,0,0,0,0,0,1,4,13,1,0,0,0,12,31,35.6289704,139.7083697
目黒区下目黒４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,4,2,0,0,0,2,8,35.6302412,139.7058165
目黒区下目黒５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,0,0,0,0,0,1,3,1,0,0,0,2,10,35.6280683,139.7032633
目黒区下目黒６丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,2,2,0,0,0,0,15,35.6276785,139.6994338
目黒区中町１丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,13,35.6312445,139.696881
目黒区中町２丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,1,0,0,0,0,1,1,1,8,0,0,2,0,6,22,35.6333449,139.6949664
目黒区五本木１丁目,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,1,0,1,0,0,0,14,4,3,0,0,0,0,3,38,35.6379849,139.6879468
目黒区五本木２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,9,35.6345421,139.6879468
目黒区五本木３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35.6318563,139.6841183
目黒区祐天寺１丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,1,12,35.6388881,139.6930519
目黒区祐天寺２丁目,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,0,0,9,1,0,0,0,0,1,3,2,2,2,0,0,0,0,21,35.6365928,139.6930519
目黒区中央町１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,4,2,2,0,0,0,0,9,35.629194,139.6917756
目黒区中央町２丁目,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,2,2,0,0,0,0,17,35.6316118,139.689223
目黒区目黒本町１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,35.6272886,139.6956046
目黒区目黒本町２丁目,14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,0,1,6,0,0,0,0,0,0,0,2,3,1,0,0,0,2,20,35.624603,139.6917756
目黒区目黒本町３丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,2,3,0,0,0,0,3,9,35.6226105,139.7003912
目黒区目黒本町４丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,1,0,0,6,1,0,0,0,0,1,20,35.6226973,139.6956046
目黒区目黒本町５丁目,8,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,2,1,0,1,0,0,0,16,35.6196433,139.6994338
目黒区目黒本町６丁目,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,4,0,1,0,0,3,13,35.6204015,139.6956046
目黒区原町１丁目,13,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,1,21,35.6167989,139.6959237
目黒区原町２丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,10,35.6154201,139.6917756
目黒区洗足１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,4,35.6141494,139.6943282
目黒区洗足２丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,3,4,4,3,0,0,0,1,13,35.6113409,139.6930519
目黒区南１丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9,35.614395,139.689223
目黒区南２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,6,35.6156656,139.6866706
目黒区南３丁目,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,2,11,35.6132724,139.6857135
目黒区碑文谷１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,4,7,35.6198167,139.6898612
目黒区碑文谷２丁目,20,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,0,0,0,0,4,3,1,0,0,0,2,28,35.6230651,139.6879468
目黒区碑文谷３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,35.6174486,139.6853944
目黒区碑文谷４丁目,36,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,1,0,9,1,0,0,0,0,1,17,3,2,1,1,0,0,0,49,35.6198667,139.6828422
目黒区碑文谷５丁目,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20,35.6239449,139.6815661
目黒区碑文谷６丁目,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,1,1,0,0,1,16,35.6262403,139.6815661
目黒区鷹番１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,10,35.6259957,139.6866706
目黒区鷹番２丁目,19,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0,2,8,1,0,0,0,0,0,0,5,1,0,0,0,0,1,27,35.6288038,139.6879468
目黒区鷹番３丁目,70,0,0,0,7,0,4,3,0,0,1,0,0,0,1,0,0,0,0,44,0,0,28,0,0,0,0,0,1,5,10,18,3,2,0,0,13,100,35.6284134,139.6841183
目黒区平町１丁目,30,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,18,0,0,8,0,0,0,0,0,1,5,4,9,3,0,0,0,6,40,35.6183287,139.679014
目黒区平町２丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,2,11,35.6147629,139.6815661
目黒区大岡山１丁目,11,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,4,3,0,0,0,1,28,35.6113194,139.6815661
目黒区大岡山２丁目,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14,35.60724039999999,139.6828422
目黒区緑が丘１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,0,0,0,0,0,0,4,1,1,0,0,0,0,9,35.6097815,139.677738
目黒区緑が丘２丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0,0,0,3,2,2,0,0,0,0,2,12,35.6105391,139.6739102
目黒区緑が丘３丁目,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,19,35.6046522,139.679971
目黒区自由が丘１丁目,57,1,0,1,7,0,7,0,0,0,1,1,0,0,0,0,0,0,0,35,0,0,12,1,0,0,1,1,0,16,4,13,1,1,1,0,10,96,35.6101487,139.6700826
目黒区自由が丘２丁目,52,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,11,0,0,0,0,0,1,17,9,10,0,0,0,0,10,68,35.6102709,139.667531
目黒区自由が丘３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,3,1,1,0,0,1,11,35.6103931,139.6649795
目黒区中根１丁目,35,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0,0,0,0,4,7,1,0,0,0,0,1,43,35.6157651,139.6726343
目黒区中根２丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,1,0,0,0,0,0,0,3,1,0,0,0,0,1,20,35.6144951,139.6751861
目黒区柿の木坂１丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,8,5,0,0,0,3,16,35.6215766,139.6771
目黒区柿の木坂２丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,2,2,0,0,0,0,2,13,35.6251416,139.6745481
目黒区柿の木坂３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,0,1,6,35.6277541,139.6739102
目黒区八雲１丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,4,3,0,0,0,1,14,35.6192081,139.6726343
目黒区八雲２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,35.6181826,139.6700826
目黒区八雲３丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,1,0,0,0,0,1,3,2,0,0,0,1,15,35.6166442,139.6662552
目黒区八雲４丁目,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,35.6244334,139.6713584
目黒区八雲５丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,1,11,35.6228949,139.667531
目黒区東が丘１丁目,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,11,35.6291454,139.6688067
目黒区東が丘２丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,2,1,1,0,0,0,14,35.6276068,139.6649795
大田区大森東１丁目,22,0,0,0,4,0,3,1,0,0,1,0,0,0,0,0,0,0,1,15,0,0,11,0,0,1,0,0,0,0,3,2,0,0,0,0,2,40,35.5758024,139.7390173
